11-29 20:36:13 Bk=604 ckN=3:03-0/3 0991ms:1227ms[00-02-1-0] codeN=1:1:0:0-2:1:0:0/5 chkRes=2:No:No:On:On:NA checkRes=426_H_795_h_931_h_203_k_604_K_ ck=0a6a V=2-3
11-29 20:06:11 Bk=604 ckN=3:03-0/3 1164ms:1197ms[00-03-0-0] codeN=3:2:0:0-0:0:0:0/5 chkRes=2:OK:OK:Og:Og:no checkRes=426_H_795_H_931_H_203_K_604_K_ ck=0a6a V=5-0
11-29 19:36:10 Bk=604 ckN=3:03-0/3 0925ms:1090ms[00-02-1-0] codeN=3:2:0:0-0:0:0:0/5 chkRes=2:OK:OK:Og:Og:no checkRes=426_H_795_H_931_H_203_K_604_K_ ck=3897 V=5-0
11-29 19:06:10 Bk=604 ckN=3:03-0/3 0978ms:1098ms[00-02-1-0] codeN=3:2:0:0-0:0:0:0/5 chkRes=2:OK:OK:Og:No:NA checkRes=426_H_795_H_931_H_203_K_604_K_ ck=0a6a V=5-0
11-29 18:36:10 Bk=604 ckN=3:03-0/3 0981ms:1079ms[00-03-0-0] codeN=3:2:0:0-0:0:0:0/5 chkRes=2:OK:OK:Og:Og:no checkRes=426_H_795_H_931_H_203_K_604_K_ ck=3897 V=5-0
11-29 18:06:10 Bk=604 ckN=3:03-0/3 0955ms:1041ms[00-03-0-0] codeN=3:2:0:0-0:0:0:0/5 chkRes=2:OK:OK:Og:Og:no checkRes=426_H_795_H_931_H_203_K_604_K_ ck=0a6a V=5-0
11-29 17:36:11 Bk=604 ckN=3:03-0/3 1033ms:1124ms[00-03-0-0] codeN=3:2:0:0-0:0:0:0/5 chkRes=2:OK:OK:Og:Og:no checkRes=426_H_795_H_931_H_203_K_604_K_ ck=0ac0 V=5-0
11-29 17:06:10 Bk=604 ckN=3:03-0/3 0988ms:1137ms[00-03-0-0] codeN=3:2:0:0-0:0:0:0/5 chkRes=2:OK:OK:Og:Og:no checkRes=426_H_795_H_931_H_203_K_604_K_ ck=3897 V=5-0
11-29 16:36:10 Bk=604 ckN=3:03-0/3 1006ms:1080ms[00-03-0-0] codeN=3:2:0:0-0:0:0:0/5 chkRes=2:OK:OK:Og:Og:no checkRes=426_H_795_H_931_H_203_K_604_K_ ck=0a6a V=5-0
11-29 16:06:10 Bk=604 ckN=3:03-0/3 1059ms:1139ms[00-02-1-0] codeN=3:2:0:0-0:0:0:0/5 chkRes=2:OK:OK:Og:Og:no checkRes=426_H_795_H_931_H_203_K_604_K_ ck=0a6a V=5-0
